idx,y_true,y_prob_rf
18554,0,0.18
18555,0,0.09
18556,0,0.0825
18557,0,0.0225
18558,0,0.205
18559,0,0.07
18560,0,0.1025
18561,0,0.0125
18562,1,0.06
18563,0,0.055
18564,0,0.08
18565,1,0.035
18566,0,0.0525
18567,0,0.08
18568,1,0.145
18569,0,0.0175
18570,0,0.0275
18571,0,0.025
18572,0,0.21
18573,0,0.105
18574,0,0.03
18575,0,0.125
18576,0,0.035
18577,0,0.04
18578,0,0.0275
18579,0,0.0575
18580,0,0.1325
18581,0,0.0125
18582,0,0.1375
18583,0,0.09
18584,0,0.1025
18585,1,0.29
18586,0,0.065
18587,0,0.1025
18588,0,0.0775
18589,0,0.08
18590,0,0.1775
18591,0,0.3325
18592,0,0.0975
18593,0,0.0275
18594,0,0.0175
18595,0,0.065
18596,0,0.02
18597,0,0.1375
18598,0,0.035
18599,0,0.1275
18600,0,0.065
18601,0,0.1825
18602,0,0.0825
18603,0,0.135
18604,0,0.0275
18605,0,0.0125
18606,1,0.195
18607,1,0.0175
18608,0,0.06
18609,0,0.14
18610,0,0.0525
18611,0,0.05
18612,0,0.0275
18613,0,0.025
18614,0,0.085
18615,0,0.1725
18616,0,0.035
18617,0,0.075
18618,0,0.18
18619,0,0.0575
18620,0,0.055
18621,1,0.1
18622,0,0.0425
18623,0,0.0575
18624,1,0.215
18625,0,0.1275
18626,0,0.1025
18627,0,0.0575
18628,0,0.0575
18629,0,0.0425
18630,0,0.1225
18631,0,0.0875
18632,0,0.0575
18633,0,0.1125
18634,0,0.085
18635,0,0.1025
18636,0,0.165
18637,0,0.0325
18638,0,0.09
18639,0,0.05
18640,0,0.0725
18641,1,0.0425
18642,0,0.095
18643,0,0.045
18644,0,0.13
18645,0,0.07
18646,0,0.2725
18647,0,0.1475
18648,0,0.025
18649,0,0.045
18650,0,0.03
18651,0,0.025
18652,0,0.095
18653,1,0.1225
18654,0,0.0175
18655,0,0.0775
18656,0,0.205
18657,0,0.0275
18658,0,0.04
18659,1,0.1625
18660,0,0.025
18661,0,0.04
18662,0,0.025
18663,0,0.25
18664,0,0.0725
18665,0,0.0125
18666,0,0.1325
18667,0,0.145
18668,1,0.2275
18669,0,0.0075
18670,0,0.0525
18671,0,0.16
18672,0,0.03
18673,0,0.04
18674,0,0.0575
18675,0,0.045
18676,0,0.0975
18677,0,0.1375
18678,0,0.0525
18679,0,0.05
18680,0,0.025
18681,0,0.0625
18682,0,0.1175
18683,0,0.1075
18684,0,0.2
18685,0,0.0725
18686,1,0.165
18687,0,0.04
18688,1,0.0475
18689,0,0.1875
18690,0,0.05
18691,0,0.1225
18692,0,0.11
18693,0,0.0775
18694,0,0.07
18695,0,0.165
18696,0,0.02
18697,0,0.07
18698,0,0.0925
18699,0,0.1175
18700,0,0.195
18701,0,0.0325
18702,0,0.0825
18703,0,0.08
18704,0,0.0325
18705,0,0.0475
18706,0,0.04
18707,0,0.0575
18708,0,0.025
18709,0,0.0275
18710,0,0.0325
18711,0,0.0875
18712,1,0.095
18713,0,0.0225
18714,0,0.0175
18715,0,0.0775
18716,1,0.0325
18717,0,0.2725
18718,0,0.255
18719,0,0.0775
18720,0,0.0775
18721,0,0.0975
18722,0,0.0425
18723,0,0.0575
18724,0,0.065
18725,0,0.04
18726,0,0.0425
18727,0,0.0925
18728,0,0.0975
18729,0,0.03
18730,0,0.025
18731,0,0.17
18732,0,0.0875
18733,0,0.025
18734,0,0.0475
18735,0,0.12
18736,0,0.055
18737,0,0.2025
18738,0,0.07
18739,0,0.015
18740,0,0.06
18741,0,0.03
18742,0,0.12
18743,0,0.065
18744,0,0.05
18745,0,0.04
18746,0,0.0475
18747,0,0.2175
18748,0,0.055
18749,0,0.08
18750,1,0.205
18751,0,0.125
18752,0,0.04
18753,0,0.0925
18754,0,0.075
18755,0,0.1175
18756,0,0.0975
18757,0,0.05
18758,0,0.045
18759,0,0.0775
18760,0,0.03
18761,0,0.1225
18762,0,0.0675
18763,1,0.07
18764,0,0.045
18765,0,0.0575
18766,1,0.225
18767,0,0.11
18768,0,0.045
18769,0,0.0425
18770,0,0.2075
18771,0,0.205
18772,0,0.1725
18773,0,0.0875
18774,0,0.0
18775,0,0.035
18776,0,0.055
18777,0,0.145
18778,0,0.1325
18779,0,0.065
18780,1,0.0175
18781,0,0.02
18782,0,0.03
18783,0,0.06
18784,0,0.0575
18785,0,0.01
18786,0,0.04
18787,0,0.02
18788,0,0.1275
18789,0,0.0325
18790,0,0.1225
18791,0,0.0725
18792,0,0.0675
18793,0,0.025
18794,0,0.045
18795,0,0.075
18796,0,0.01
18797,0,0.0225
18798,0,0.015
18799,0,0.0325
18800,0,0.04
18801,0,0.15
18802,0,0.0425
18803,0,0.1125
18804,0,0.03
18805,0,0.155
18806,0,0.025
18807,0,0.085
18808,0,0.08
18809,0,0.04
18810,0,0.0575
18811,1,0.12
18812,0,0.085
18813,0,0.0925
18814,0,0.0325
18815,0,0.055
18816,0,0.05
18817,0,0.0625
18818,0,0.06
18819,0,0.2025
18820,0,0.0375
18821,0,0.01
18822,0,0.2975
18823,0,0.095
18824,0,0.0325
18825,0,0.0275
18826,0,0.055
18827,0,0.095
18828,0,0.33
18829,0,0.08
18830,0,0.2125
18831,0,0.305
18832,0,0.0075
18833,0,0.1425
18834,0,0.035
18835,0,0.1
18836,0,0.045
18837,0,0.35
18838,0,0.1075
18839,0,0.04
18840,0,0.0125
18841,0,0.1325
18842,1,0.17
18843,0,0.07
18844,0,0.16
18845,0,0.075
18846,0,0.0975
18847,0,0.06
18848,0,0.0525
18849,0,0.105
18850,0,0.11
18851,0,0.0625
18852,0,0.1075
18853,0,0.0775
18854,0,0.03
18855,0,0.1175
18856,0,0.0775
18857,0,0.0925
18858,0,0.0525
18859,0,0.02
18860,1,0.165
18861,0,0.0325
18862,0,0.045
18863,0,0.005
18864,0,0.06
18865,0,0.035
18866,0,0.1225
18867,1,0.0375
18868,0,0.09
18869,0,0.0475
18870,0,0.06
18871,0,0.085
18872,0,0.0175
18873,0,0.04
18874,0,0.095
18875,0,0.165
18876,0,0.0475
18877,0,0.18
18878,0,0.075
18879,0,0.1075
18880,0,0.06
18881,0,0.1
18882,0,0.2375
18883,0,0.075
18884,0,0.0575
18885,0,0.0325
18886,0,0.0425
18887,0,0.055
18888,0,0.0225
18889,0,0.155
18890,0,0.0325
18891,0,0.0725
18892,0,0.025
18893,0,0.16
18894,0,0.165
18895,0,0.075
18896,0,0.03
18897,0,0.0475
18898,0,0.185
18899,0,0.04
18900,0,0.1
18901,0,0.115
18902,0,0.06
18903,0,0.065
18904,0,0.055
18905,0,0.0625
18906,0,0.095
18907,0,0.0325
18908,0,0.08
18909,0,0.0775
18910,0,0.0275
18911,0,0.065
18912,0,0.035
18913,0,0.035
18914,0,0.0125
18915,0,0.08
18916,0,0.0475
18917,0,0.1375
18918,1,0.2625
18919,0,0.1825
18920,0,0.065
18921,0,0.08
18922,0,0.2975
18923,1,0.14
18924,1,0.11
18925,0,0.1375
18926,0,0.03
18927,0,0.06
18928,0,0.07
18929,1,0.095
18930,0,0.0525
18931,0,0.095
18932,1,0.3125
18933,0,0.3275
18934,0,0.1125
18935,0,0.135
18936,0,0.085
18937,0,0.08
18938,0,0.0525
18939,0,0.0425
18940,1,0.09
18941,0,0.13
18942,0,0.015
18943,0,0.115
18944,0,0.255
18945,0,0.055
18946,0,0.0075
18947,0,0.0225
18948,0,0.085
18949,1,0.2175
18950,0,0.065
18951,0,0.0275
18952,0,0.17
18953,0,0.04
18954,0,0.0225
18955,1,0.2525
18956,0,0.1525
18957,1,0.19
18958,0,0.0775
18959,0,0.0575
18960,0,0.03
18961,0,0.015
18962,0,0.1425
18963,0,0.13
18964,0,0.035
18965,0,0.035
18966,1,0.1125
18967,0,0.0125
18968,0,0.055
18969,0,0.0575
18970,0,0.0775
18971,0,0.105
18972,0,0.0475
18973,0,0.2075
18974,0,0.0175
18975,0,0.025
18976,0,0.0375
18977,0,0.0625
18978,0,0.14
18979,0,0.12
18980,0,0.1125
18981,0,0.05
18982,0,0.085
18983,0,0.05
18984,0,0.18
18985,0,0.2225
18986,0,0.1575
18987,0,0.0875
18988,1,0.065
18989,1,0.1475
18990,0,0.04
18991,0,0.0275
18992,0,0.215
18993,0,0.095
18994,0,0.0225
18995,0,0.0975
18996,1,0.0825
18997,0,0.0625
18998,0,0.1725
18999,1,0.135
19000,0,0.0825
19001,0,0.0325
19002,0,0.095
19003,0,0.0325
19004,0,0.0525
19005,0,0.0525
19006,0,0.04
19007,0,0.1025
19008,0,0.195
19009,0,0.03
19010,0,0.0825
19011,0,0.085
19012,0,0.125
19013,0,0.09
19014,0,0.0775
19015,0,0.26
19016,0,0.035
19017,0,0.025
19018,0,0.105
19019,0,0.155
19020,0,0.0625
19021,0,0.035
19022,0,0.1025
19023,0,0.045
19024,0,0.03
19025,0,0.125
19026,0,0.155
19027,0,0.13
19028,0,0.1825
19029,0,0.06
19030,0,0.1425
19031,0,0.0425
19032,0,0.1025
19033,1,0.2875
19034,0,0.0325
19035,0,0.04
19036,0,0.3
19037,0,0.0325
19038,0,0.04
19039,0,0.1
19040,0,0.1425
19041,1,0.095
19042,0,0.08
19043,1,0.155
19044,0,0.125
19045,0,0.035
19046,0,0.06
19047,0,0.0225
19048,0,0.0425
19049,0,0.045
19050,0,0.1
19051,0,0.22
19052,0,0.055
19053,0,0.08
19054,0,0.015
19055,0,0.0925
19056,0,0.1425
19057,0,0.065
19058,0,0.115
19059,0,0.0675
19060,0,0.055
19061,1,0.205
19062,0,0.075
19063,0,0.03
19064,0,0.22
19065,0,0.155
19066,0,0.04
19067,0,0.05
19068,0,0.155
19069,0,0.0875
19070,0,0.04
19071,1,0.33
19072,0,0.0425
19073,0,0.1125
19074,0,0.085
19075,0,0.42
19076,0,0.0825
19077,1,0.3625
19078,0,0.0175
19079,0,0.045
19080,0,0.11
19081,0,0.0425
19082,0,0.0225
19083,0,0.02
19084,0,0.09
19085,0,0.0425
19086,0,0.105
19087,0,0.09
19088,0,0.2075
19089,0,0.2925
19090,1,0.295
19091,0,0.105
19092,0,0.0375
19093,0,0.1025
19094,0,0.075
19095,0,0.005
19096,0,0.0175
19097,0,0.1275
19098,0,0.105
19099,0,0.035
19100,0,0.085
19101,0,0.07
19102,0,0.145
19103,0,0.06
19104,0,0.0275
19105,0,0.02
19106,0,0.085
19107,0,0.02
19108,0,0.36
19109,0,0.1075
19110,0,0.0775
19111,1,0.095
19112,0,0.0975
19113,1,0.0625
19114,0,0.0125
19115,0,0.025
19116,0,0.03
19117,0,0.1825
19118,0,0.065
19119,0,0.0275
19120,0,0.0225
19121,0,0.185
19122,0,0.14
19123,0,0.15
19124,0,0.095
19125,0,0.0325
19126,0,0.0625
19127,0,0.1225
19128,0,0.0825
19129,1,0.24
19130,0,0.1075
19131,0,0.155
19132,0,0.145
19133,0,0.045
19134,0,0.015
19135,1,0.0975
19136,0,0.04
19137,0,0.11
19138,0,0.0625
19139,0,0.1325
19140,1,0.0925
19141,1,0.1625
19142,0,0.105
19143,0,0.1975
19144,1,0.22
19145,0,0.0675
19146,0,0.06
19147,0,0.0675
19148,0,0.0375
19149,0,0.1
19150,0,0.0675
19151,0,0.075
19152,0,0.12
19153,0,0.1075
19154,0,0.165
19155,0,0.1075
19156,0,0.06
19157,0,0.0825
19158,0,0.065
19159,0,0.08
19160,0,0.04
19161,0,0.025
19162,1,0.0175
19163,0,0.0175
19164,0,0.0975
19165,0,0.275
19166,0,0.04
19167,0,0.2175
19168,0,0.0675
19169,0,0.05
19170,0,0.04
19171,0,0.08
19172,1,0.235
19173,1,0.23
19174,0,0.1125
19175,0,0.1075
19176,0,0.095
19177,0,0.0175
19178,0,0.0525
19179,0,0.0675
19180,0,0.04
19181,0,0.045
19182,0,0.05
19183,0,0.095
19184,0,0.065
19185,0,0.065
19186,0,0.035
19187,0,0.14
19188,0,0.0475
19189,0,0.03
19190,1,0.0725
19191,0,0.115
19192,0,0.0675
19193,0,0.1075
19194,0,0.07
19195,1,0.2625
19196,0,0.0025
19197,0,0.0475
19198,0,0.115
19199,1,0.1
19200,0,0.0175
19201,0,0.0775
19202,0,0.05
19203,1,0.07
19204,0,0.0525
19205,0,0.1525
19206,1,0.06
19207,0,0.01
19208,0,0.0425
19209,0,0.0925
19210,0,0.05
19211,0,0.2175
19212,0,0.09
19213,0,0.0725
19214,0,0.0625
19215,0,0.0725
19216,0,0.125
19217,0,0.0325
19218,0,0.0475
19219,0,0.0175
19220,1,0.1425
19221,0,0.1325
19222,0,0.0125
19223,0,0.2925
19224,0,0.0125
19225,1,0.28
19226,0,0.055
19227,0,0.0675
19228,0,0.1275
19229,0,0.065
19230,0,0.02
19231,0,0.035
19232,0,0.0325
19233,0,0.025
19234,0,0.1175
19235,0,0.0825
19236,0,0.0925
19237,0,0.06
19238,0,0.02
19239,0,0.06
19240,0,0.2625
19241,0,0.0275
19242,0,0.0375
19243,0,0.14
19244,0,0.05
19245,0,0.1925
19246,0,0.075
19247,0,0.035
19248,0,0.1225
19249,0,0.175
19250,0,0.045
19251,0,0.1525
19252,1,0.25
19253,0,0.15
19254,0,0.085
19255,0,0.045
19256,0,0.03
19257,0,0.1525
19258,0,0.07
19259,0,0.29
19260,0,0.075
19261,0,0.065
19262,0,0.1525
19263,0,0.0325
19264,0,0.06
19265,0,0.0325
19266,0,0.01
19267,0,0.11
19268,0,0.055
19269,0,0.0125
19270,0,0.0475
19271,0,0.035
19272,0,0.13
19273,0,0.0875
19274,0,0.065
19275,0,0.015
19276,0,0.085
19277,0,0.2975
19278,0,0.0975
19279,0,0.0625
19280,0,0.04
19281,0,0.1225
19282,0,0.0425
19283,0,0.1375
19284,0,0.0075
19285,0,0.0325
19286,0,0.0275
19287,1,0.065
19288,0,0.015
19289,0,0.11
19290,0,0.025
19291,0,0.1425
19292,0,0.03
19293,0,0.0725
19294,0,0.01
19295,0,0.275
19296,0,0.195
19297,0,0.0775
19298,0,0.055
19299,0,0.265
19300,0,0.01
19301,1,0.295
19302,0,0.095
19303,0,0.1975
19304,0,0.08
19305,0,0.02
19306,0,0.05
19307,1,0.29
19308,0,0.0525
19309,0,0.095
19310,0,0.08
19311,0,0.02
19312,1,0.0925
19313,0,0.1025
19314,0,0.0925
19315,0,0.06
19316,0,0.045
19317,0,0.285
19318,0,0.1375
19319,0,0.07
19320,0,0.035
19321,0,0.09
19322,0,0.0925
19323,0,0.055
19324,0,0.0575
19325,1,0.1775
19326,0,0.035
19327,1,0.165
19328,0,0.2
19329,0,0.1825
19330,0,0.0625
19331,0,0.08
19332,0,0.0125
19333,0,0.0175
19334,0,0.0475
19335,0,0.065
19336,0,0.0375
19337,0,0.07
19338,0,0.115
19339,0,0.1225
19340,0,0.015
19341,0,0.105
19342,0,0.03
19343,0,0.01
19344,0,0.1225
19345,0,0.035
19346,0,0.07
19347,0,0.0575
19348,0,0.24
19349,0,0.05
19350,0,0.1175
19351,1,0.295
19352,0,0.0175
19353,0,0.1025
19354,0,0.1725
19355,0,0.0675
19356,0,0.19
19357,0,0.0775
19358,0,0.0825
19359,0,0.0925
19360,0,0.0625
19361,0,0.13
19362,0,0.175
19363,0,0.1525
19364,0,0.09
19365,0,0.015
19366,0,0.0675
19367,0,0.035
19368,0,0.04
19369,0,0.135
19370,0,0.0525
19371,0,0.0775
19372,0,0.0525
19373,0,0.0425
19374,0,0.0425
19375,0,0.015
19376,0,0.0275
19377,0,0.055
19378,1,0.21
19379,0,0.03
19380,0,0.0775
19381,0,0.1675
19382,0,0.0025
19383,0,0.095
19384,1,0.0525
19385,0,0.06
19386,0,0.045
19387,0,0.045
19388,0,0.0825
19389,0,0.0475
19390,0,0.0475
19391,0,0.085
19392,0,0.07
19393,0,0.0825
19394,0,0.0475
19395,0,0.1725
19396,0,0.0725
19397,0,0.1025
19398,0,0.04
19399,1,0.0075
19400,0,0.06
19401,0,0.07
19402,0,0.045
19403,0,0.1025
19404,1,0.2125
19405,0,0.075
19406,0,0.0825
19407,0,0.08
19408,0,0.07
19409,0,0.0375
19410,0,0.1075
19411,0,0.13
19412,0,0.0875
19413,0,0.2625
19414,0,0.15
19415,0,0.055
19416,0,0.0725
19417,0,0.0375
19418,0,0.2525
19419,0,0.0725
19420,0,0.1375
19421,0,0.1025
19422,0,0.13
19423,0,0.2025
19424,0,0.1375
19425,0,0.015
19426,0,0.11
19427,0,0.0675
19428,0,0.085
19429,0,0.0825
19430,0,0.1875
19431,0,0.1
19432,1,0.3275
19433,0,0.1
19434,0,0.155
19435,0,0.0575
19436,1,0.205
19437,0,0.065
19438,0,0.055
19439,0,0.1575
19440,0,0.03
19441,0,0.1375
19442,0,0.1475
19443,0,0.13
19444,0,0.015
19445,0,0.0375
19446,0,0.14
19447,0,0.1175
19448,1,0.215
19449,0,0.0425
19450,0,0.175
19451,0,0.2525
19452,0,0.06
19453,0,0.07
19454,0,0.02
19455,0,0.02
19456,1,0.155
19457,0,0.01
19458,0,0.0675
19459,0,0.075
19460,1,0.26
19461,0,0.0925
19462,0,0.05
19463,0,0.1325
19464,0,0.1425
19465,0,0.155
19466,0,0.07
19467,0,0.055
19468,0,0.0475
19469,0,0.05
19470,0,0.025
19471,0,0.0075
19472,0,0.08
19473,0,0.0175
19474,1,0.23
19475,0,0.175
19476,0,0.045
19477,0,0.065
19478,0,0.035
19479,0,0.285
19480,0,0.1325
19481,0,0.0325
19482,0,0.055
19483,0,0.08
19484,0,0.065
19485,0,0.0375
19486,0,0.1175
19487,0,0.1425
19488,0,0.0825
19489,1,0.16
19490,0,0.0325
19491,0,0.025
19492,0,0.0675
19493,0,0.0975
19494,0,0.0325
19495,0,0.0625
19496,0,0.08
19497,0,0.1275
19498,0,0.12
19499,0,0.045
19500,0,0.165
19501,0,0.1
19502,0,0.14
19503,0,0.0625
19504,0,0.225
19505,0,0.085
19506,0,0.08
19507,1,0.15
19508,1,0.06
19509,0,0.015
19510,0,0.0225
19511,0,0.1925
19512,0,0.0975
19513,0,0.105
19514,0,0.095
19515,0,0.055
19516,0,0.165
19517,0,0.1625
19518,0,0.0075
19519,0,0.1125
19520,0,0.095
19521,0,0.0575
19522,0,0.285
19523,0,0.03
19524,0,0.0175
19525,0,0.13
19526,0,0.0575
19527,0,0.0675
19528,0,0.0275
19529,0,0.055
19530,0,0.13
19531,0,0.165
19532,0,0.0375
19533,0,0.135
19534,0,0.02
19535,0,0.045
19536,0,0.015
19537,0,0.1125
19538,0,0.045
19539,0,0.04
19540,0,0.06
19541,0,0.0775
19542,0,0.055
19543,0,0.025
19544,0,0.0375
19545,0,0.0575
19546,0,0.03
19547,0,0.0575
19548,0,0.0675
19549,0,0.04
19550,0,0.0625
19551,0,0.2175
19552,0,0.055
19553,0,0.24
19554,0,0.09
19555,0,0.04
19556,0,0.0575
19557,0,0.0375
19558,0,0.0225
19559,0,0.055
19560,0,0.15
19561,0,0.02
19562,0,0.08
19563,0,0.0275
19564,0,0.055
19565,0,0.1125
19566,0,0.125
19567,0,0.075
19568,0,0.095
19569,0,0.0575
19570,0,0.025
19571,0,0.08
19572,0,0.02
19573,1,0.285
19574,0,0.19
19575,0,0.065
19576,0,0.295
19577,0,0.0825
19578,0,0.0825
19579,0,0.195
19580,0,0.08
19581,0,0.0775
19582,0,0.055
19583,0,0.0475
19584,0,0.045
19585,0,0.025
19586,0,0.1775
19587,0,0.03
19588,0,0.12
19589,0,0.135
19590,0,0.1125
19591,0,0.1925
19592,0,0.0975
19593,0,0.0925
19594,1,0.2975
19595,0,0.08
19596,0,0.0525
19597,0,0.2025
19598,0,0.045
19599,0,0.0375
19600,0,0.055
19601,0,0.1475
19602,0,0.09
19603,0,0.035
19604,1,0.1525
19605,0,0.1225
19606,0,0.0875
19607,0,0.0225
19608,0,0.02
19609,1,0.3225
19610,0,0.0925
19611,0,0.005
19612,0,0.1925
19613,0,0.1625
19614,0,0.0575
19615,0,0.065
19616,0,0.065
19617,0,0.025
19618,0,0.07
19619,0,0.0625
19620,1,0.1975
19621,0,0.0225
19622,0,0.0525
19623,0,0.0575
19624,0,0.21
19625,0,0.0275
19626,0,0.065
19627,0,0.1275
19628,0,0.0675
19629,0,0.0275
19630,0,0.095
19631,0,0.02
19632,0,0.04
19633,0,0.0225
19634,0,0.03
19635,0,0.0875
19636,0,0.0625
19637,0,0.1075
19638,0,0.0525
19639,0,0.0225
19640,0,0.08
19641,0,0.075
19642,0,0.1625
19643,0,0.1725
19644,0,0.28
19645,0,0.2425
19646,0,0.13
19647,1,0.19
19648,0,0.015
19649,0,0.075
19650,0,0.015
19651,0,0.12
19652,0,0.03
19653,0,0.09
19654,0,0.2525
19655,0,0.005
19656,0,0.2025
19657,0,0.0175
19658,0,0.0425
19659,0,0.01
19660,0,0.0525
19661,0,0.23
19662,0,0.095
19663,0,0.0325
19664,0,0.07
19665,0,0.07
19666,0,0.0625
19667,1,0.4075
19668,0,0.105
19669,0,0.0675
19670,0,0.1125
19671,0,0.1275
19672,0,0.0725
19673,0,0.0025
19674,0,0.045
19675,0,0.1025
19676,0,0.0175
19677,0,0.0625
19678,0,0.2325
19679,0,0.0875
19680,0,0.1075
19681,0,0.18
19682,0,0.0425
19683,0,0.0625
19684,0,0.4125
19685,0,0.1625
19686,0,0.055
19687,0,0.04
19688,0,0.1125
19689,0,0.1025
19690,0,0.1175
19691,0,0.075
19692,0,0.1925
19693,0,0.055
19694,0,0.0075
19695,0,0.1975
19696,0,0.0125
19697,0,0.08
19698,0,0.095
19699,0,0.0025
19700,0,0.0675
19701,1,0.0975
19702,0,0.03
19703,0,0.0175
19704,0,0.0075
19705,0,0.2975
19706,0,0.17
19707,0,0.01
19708,0,0.1325
19709,0,0.0675
19710,0,0.0175
19711,0,0.0225
19712,0,0.1225
19713,0,0.02
19714,0,0.1125
19715,0,0.01
19716,1,0.085
19717,0,0.155
19718,0,0.085
19719,0,0.05
19720,0,0.0475
19721,0,0.0425
19722,0,0.03
19723,0,0.005
19724,0,0.0325
19725,0,0.0175
19726,0,0.035
19727,0,0.0475
19728,0,0.2
19729,0,0.0725
19730,0,0.005
19731,0,0.2
19732,0,0.1375
19733,0,0.07
19734,0,0.115
19735,1,0.0825
19736,0,0.1475
19737,0,0.0475
19738,0,0.055
19739,0,0.0525
19740,0,0.0475
19741,0,0.0225
19742,0,0.1525
19743,0,0.0675
19744,0,0.015
19745,0,0.1525
19746,0,0.0325
19747,0,0.0875
19748,0,0.1075
19749,0,0.06
19750,0,0.0375
19751,0,0.03
19752,0,0.1325
19753,0,0.05
19754,0,0.13
19755,0,0.0375
19756,0,0.02
19757,0,0.04
19758,0,0.0275
19759,0,0.025
19760,0,0.1725
19761,0,0.015
19762,0,0.1225
19763,0,0.0075
19764,0,0.04
19765,0,0.21
19766,0,0.0475
19767,0,0.0425
19768,0,0.0225
19769,0,0.03
19770,0,0.015
19771,0,0.0775
19772,0,0.0575
19773,0,0.035
19774,0,0.0675
19775,0,0.0175
19776,0,0.0425
19777,0,0.07
19778,0,0.035
19779,0,0.155
19780,0,0.12
19781,0,0.0475
19782,0,0.0175
19783,0,0.0475
19784,0,0.05
19785,0,0.06
19786,0,0.0525
19787,0,0.065
19788,0,0.195
19789,0,0.0275
19790,0,0.02
19791,0,0.2
19792,0,0.1225
19793,0,0.025
19794,0,0.1075
19795,0,0.0625
19796,0,0.0525
19797,0,0.16
19798,0,0.0825
19799,0,0.0725
19800,0,0.1925
19801,0,0.0725
19802,0,0.07
19803,0,0.1575
19804,0,0.095
19805,1,0.1575
19806,0,0.055
19807,0,0.105
19808,0,0.0925
19809,0,0.215
19810,0,0.045
19811,0,0.08
19812,0,0.0725
19813,1,0.04
19814,1,0.15
19815,0,0.0375
19816,0,0.0575
19817,0,0.025
19818,1,0.3175
19819,0,0.155
19820,0,0.12
19821,0,0.1725
19822,0,0.0225
19823,0,0.1325
19824,0,0.02
19825,0,0.0575
19826,0,0.1925
19827,0,0.025
19828,0,0.0325
19829,1,0.1425
19830,0,0.055
19831,0,0.0925
19832,0,0.17
19833,0,0.16
19834,0,0.1425
19835,1,0.135
19836,0,0.0525
19837,0,0.115
19838,0,0.1
19839,0,0.03
19840,0,0.11
19841,0,0.055
19842,0,0.16
19843,0,0.1075
19844,0,0.07
19845,0,0.135
19846,1,0.0525
19847,0,0.22
19848,0,0.055
19849,0,0.0375
19850,0,0.0525
19851,0,0.04
19852,0,0.1725
19853,0,0.0975
19854,0,0.055
19855,0,0.33
19856,0,0.0425
19857,0,0.145
19858,0,0.0275
19859,1,0.0475
19860,0,0.0225
19861,0,0.105
19862,0,0.0725
19863,1,0.0675
19864,1,0.11
19865,0,0.0725
19866,0,0.1075
19867,0,0.1075
19868,0,0.03
19869,0,0.2525
19870,0,0.085
19871,1,0.0875
19872,0,0.0475
19873,0,0.085
19874,0,0.0625
19875,0,0.0475
19876,0,0.0375
19877,0,0.16
19878,0,0.14
19879,0,0.0475
19880,0,0.0575
19881,0,0.06
19882,0,0.02
19883,0,0.065
19884,0,0.0575
19885,1,0.215
19886,0,0.08
19887,0,0.035
19888,0,0.0375
19889,0,0.02
19890,1,0.05
19891,0,0.0825
19892,0,0.075
19893,0,0.0575
19894,0,0.2025
19895,0,0.0625
19896,0,0.1325
19897,0,0.0775
19898,0,0.0575
19899,1,0.1325
19900,0,0.09
19901,0,0.015
19902,0,0.035
19903,0,0.01
19904,0,0.0725
19905,0,0.1025
19906,0,0.2
19907,0,0.085
19908,0,0.1675
19909,0,0.0925
19910,0,0.11
19911,0,0.065
19912,0,0.06
19913,0,0.115
19914,0,0.0675
19915,0,0.065
19916,0,0.115
19917,0,0.0625
19918,0,0.275
19919,0,0.0525
19920,0,0.0575
19921,0,0.05
19922,0,0.155
19923,0,0.18
19924,0,0.06
19925,0,0.025
19926,0,0.0475
19927,0,0.0275
19928,0,0.1275
19929,0,0.13
19930,0,0.07
19931,0,0.0975
19932,0,0.025
19933,0,0.0325
19934,0,0.3125
19935,0,0.09
19936,0,0.0625
19937,0,0.0825
19938,1,0.0325
19939,0,0.065
19940,0,0.0475
19941,0,0.0675
19942,0,0.0975
19943,0,0.0325
19944,0,0.13
19945,0,0.1375
19946,1,0.2175
19947,0,0.0525
19948,0,0.06
19949,0,0.0325
19950,0,0.1
19951,0,0.1925
19952,0,0.04
19953,0,0.1
19954,0,0.03
19955,0,0.0275
19956,0,0.1325
19957,0,0.035
19958,0,0.065
19959,0,0.0275
19960,0,0.0475
19961,0,0.085
19962,0,0.03
19963,0,0.0625
19964,0,0.06
19965,0,0.035
19966,0,0.08
19967,0,0.0875
19968,0,0.0525
19969,0,0.115
19970,0,0.0175
19971,0,0.0675
19972,0,0.08
19973,0,0.0225
19974,0,0.0875
19975,0,0.1175
19976,0,0.015
19977,0,0.025
19978,0,0.025
19979,0,0.0325
19980,0,0.1675
19981,0,0.125
19982,0,0.0875
19983,0,0.16
19984,0,0.06
19985,0,0.09
19986,0,0.06
19987,1,0.15
19988,0,0.15
19989,0,0.1475
19990,0,0.09
19991,0,0.0475
19992,0,0.0425
19993,0,0.1175
19994,0,0.0325
19995,0,0.0525
19996,0,0.175
19997,0,0.0175
19998,0,0.03
19999,0,0.0675
20000,0,0.1025
20001,0,0.0825
20002,0,0.035
20003,0,0.06
20004,0,0.0375
20005,0,0.125
20006,0,0.0225
20007,0,0.04
20008,0,0.0225
20009,0,0.105
20010,0,0.1025
20011,0,0.065
20012,0,0.03
20013,0,0.1725
20014,0,0.0625
20015,1,0.1225
20016,0,0.0325
20017,0,0.0625
20018,0,0.0625
20019,0,0.12
20020,0,0.0125
20021,0,0.0425
20022,0,0.09
20023,0,0.0375
20024,0,0.0025
20025,0,0.2925
20026,0,0.055
20027,0,0.0825
20028,0,0.0225
